date_column,site,category,brand,model_name,product_title,price_egp,os,ram_gb,storage,screen_size_in,resolution,refresh_rate_hz,cpu_speed_ghz,connectivity_technology,cpu_model,color,wireless_carrier,cellular_technology,all_reviews,rate,discount,product_url,image_url,asin,batteries,model_number
9/16/2024,amazon_egy,mobile phones,honor,x7b,honor x7b 6gb ram 256gb internal storage 35w 6000mah- flowing silver,8840,android 13.0,6 gb,256 gb,6.8 inches,,,,usb,snapdragon,,china mobile,4g,"[{'reviewer': 'maged mahmoud', 'rating': '5.0 ', 'date': 'reviewed in egypt on 21 august 2024', 'review': 'same as discripted\nread more'}, {'reviewer': 'mostafa', 'rating': '5.0 ', 'date': 'reviewed in egypt on 4 august 2024', 'review': 'التليفون جميل وشيك ومعاه الشاحن والسماعه والجراب وشهادة الضمان التليفون عملي في كل شي بس مش احسن حاجه للجيمنج غير كده جهاز تحفه\nread more'}, {'reviewer': 'samah adli', 'rating': '5.0 ', 'date': 'reviewed in egypt on 28 june 2024', 'review': 'وصلني بالكارتونه ومعاه شهادة ضمان.ومعاه شاحن وسماعه و cover خلفي سيليكون شفاف.والحرص والأمان وصلني كلمة سر ل مرة واحدة فقط otpلضمان استلم المنتج من المندوب.شكرا امازون للمصداقية.\nread more'}]",4.7,,https://www.amazon.eg/-/en/HONOR-Internal-storage-6000mAH-Flowing/dp/B0CVHDNG32/ref=sr_1_112?dib=eyJ2IjoiMSJ9.72nOmjVp3ctLRcelfnhgQxYabDfFN55_ZanMTnGMm4KYIp2xqHBZ_OilDNsqYyMrJFvGe9ehix7LNrhd50CDaaNDno6efFG7C_mnXHZV3pnPh5qk7R0-rW8LGfx4kRY5AfLfAC4edwfWbnFsGVTsFmKlVlkLWOltIQW00orHgYE6VGg0HrNBlywF3DoPgNX_GCyiBk1xVmOXzrMegCtSTZZNHzMGdD6oqbbcP6uX89rdfvW570z4jbDi3PzfpzoB75upa320P32UyGr8zwt8GirWzAzuQwIrUweP_1rW62s.NeZQ6AXXEkFypzsPphuOt5TlaQklP1_Xasqo3n_-rGE&dib_tag=se&qid=1726502650&refinements=p_123%3A110955%7C1500397%7C329744%7C338933%7C339703%7C367594%7C380758%7C46655%7C559198%7C568349&rnid=91049076031&s=electronics&sr=1-112,https://m.media-amazon.com/images/I/51sSAI0X2bL.__AC_SX300_SY300_QL70_ML2_.jpg,b0cvhdng32,1 lithium polymer batteries required. (included),6.93652E+12
9/16/2024,amazon_egy,mobile phones,redmi,redmi 12,"xiaomi redmi 12 8gb ram, 128gb rom ((midnight black)",6549,android 13.0,8 gb,128 gb,6.79 inches,2160 x 1080,120,,usb,snapdragon,midnight black,unlocked for all carriers,,"[{'reviewer': 'very good 👍', 'rating': '1.0 ', 'date': 'reviewed in egypt on 19 august 2024', 'review': 'الموبايل وصل مستعمل وفيه خدوش وبيهنج ويفصل وبيشغل لوحدهالحمد لله تم ارجاع المنتج بحمد الله\nread more'}, {'reviewer': 'mohamed ayman', 'rating': '5.0 ', 'date': 'reviewed in egypt on 24 june 2024', 'review': 'ممتاز للناس اللي مش بتلعب العاب تقيله هيكون ممتاز لو استخدامك سوشيال و مكالماتلو العاب الريدمي نوت 12 هيكون مقبول في الالعاب في الفئه دي\nread more'}, {'reviewer': 'abdalla', 'rating': '3.0 ', 'date': 'reviewed in egypt on 15 july 2024', 'review': 'مع الموبايل ضمان محلي الصافي و فاتورة بتظهر خلال ٣ ايامالموبايل بميزة شاومي بيعمل ٢ نسخة للتطبيقمثلا ٢ انستا بايلكن البطارية بتخلص بسرعهواجهة الموبايل جوجل واجهه سيئة جداو لا تدعم تسجيل المكالماتكاميرا متوسطة\nread more'}, {'reviewer': 'أحمد عبد الجليل جابر', 'rating': '4.0 ', 'date': 'reviewed in egypt on 15 march 2024', 'review': 'هاتف جميل وسمعه شركة طيبة\nread more'}, {'reviewer': 'امل حامد', 'rating': '1.0 ', 'date': 'reviewed in egypt on 27 july 2024', 'review': 'الجهاز المطلوب معالج  snapdragon 120hz وشاشة amoldاللى وصل مختلف معالج mediate g88 وشاشة ipl\nread more'}]",3.1,19,https://www.amazon.eg/-/en/Xiaomi-Redmi-12-128GB-Midnight/dp/B0CV5XBSMQ/ref=sr_1_19?dib=eyJ2IjoiMSJ9.ESuG0wU7gFJe36ODf9jPQcWWTfE_f4dOgf9pJx-dydDicHbRRXRenBPbJoEkpshwfgln-uvrDfX6g-tdU7A0SWqrn85pauf4BF4s8UzrrZz1-DAVPZK6VYL9Vdok3Bfdu6CL17Tft14QoB-oOn0ZJPjhLo004GcAF9XStpo6VgAycVWkL1ZtZTMirmggps1TrtwkQ-YBi29pMBKu-9SsCqRP5rMRpk1P8QT6aerxxOCvMHD2JoKV-J7YIFgntrJcq06TJumD0PevKEKwakp5V-VisQc0WMX3OIArZ-qYjyU.Lhy0eu_NBwoLOnZEzLA8WM_SfjHxy8_Pxyj55xNY_OI&dib_tag=se&qid=1726502600&refinements=p_123%3A110955%7C1500397%7C329744%7C338933%7C339703%7C367594%7C380758%7C46655%7C559198%7C568349&rnid=91049076031&s=electronics&sr=1-19,https://m.media-amazon.com/images/I/513rNt-cvGL.__AC_SX300_SY300_QL70_ML2_.jpg,b0cv5xbsmq,1 lithium polymer batteries required. (included),redmi 12
9/16/2024,amazon_egy,mobile phones,honor,90 lite,honor 90 lite dual sim 8gb ram+256gb rom (6.7 inches) (5g) - (titanium silver),11299,android 11.0,8 gb,256 gb,6.7 inches,,120,,wi-fi,snapdragon,titanium silver,china mobile,5g,[],,,https://www.amazon.eg/-/en/Honor-Lite-Dual-256GB-Inches/dp/B0CSBY6X5V/ref=sr_1_136?dib=eyJ2IjoiMSJ9.iougLSfZdjhK9FhM3jNBxcA0y45gtbJL_ZpfOx17BWTufTDmWSIuIxGjrxetvS5FTHh588ZlAzhdH0IiIzMpbczkSHjbDTtOuVWs32DoVBqUGSXPz4S4V8bejx7QlXZnLAQfXBfvJ-V1Qil8JL8Uj2hNuDX15wLIznuZnl-Z_7ygIqkaWLLvsYeE0jejxvjTGK0WWGp70-FnbCqJ4p79K2p1GW3d2d4u31VLC84LXRYI2gh5GfH4xSIaVS80u_sOqQ83-X2ewLwiprPHHjyoZGbW_nWtgfzrw9yKGdXD7sQ.hY8jzW8sl3JQfanr535b7JaInStZ44S0ad1o_TYWHeA&dib_tag=se&qid=1726502652&refinements=p_123%3A110955%7C1500397%7C329744%7C338933%7C339703%7C367594%7C380758%7C46655%7C559198%7C568349&rnid=91049076031&s=electronics&sr=1-136,https://m.media-amazon.com/images/I/61kzigWh3XL.__AC_SX300_SY300_QL70_ML2_.jpg,b0csby6x5v,1 lithium polymer batteries required. (included),6.93652E+12
9/16/2024,amazon_egy,mobile phones,xiaomi,redmi 9a,"xiaomi redmi 9a dual sim mobile phone, 13 mp camera, 6.53 inch touch screen, 2 gb ram, 32 gb, 4g lte - granite grey",,android 10.0,2 gb,2 gb,6.53 inches,1280 x 720,60,2 ghz,"bluetooth, wi-fi, usb",snapdragon,grey,telefonica,,"[{'reviewer': 'ahmed abo abdallah', 'rating': '5.0 ', 'date': 'reviewed in egypt on 14 may 2024', 'review': 'ممتاز\nread more'}, {'reviewer': 'user-mk5lw6', 'rating': '4.0 ', 'date': 'reviewed in egypt on 17 december 2022', 'review': 'متوسط و مقبول لمستخدم الهاتف البسيط\nread more'}, {'reviewer': 'نور الصباح', 'rating': '5.0 ', 'date': 'reviewed in egypt on 2 december 2022', 'review': 'تليفون ممتاز بطارية قوية\nread more'}, {'reviewer': 'mohamed gaber', 'rating': '1.0 ', 'date': 'reviewed in egypt on 29 november 2023', 'review': 'بطئ جدا معالج سئ سماعات صوت رديئة تاتش بيعلق،مفيش استجابه للاوامر،بصراحة حاجة تحرق الدم والاعصاب،،زفتسعر غير مناسب بإمكانيات ضعيفه جدا جدا جدا لا انصح بشرااااااااائه.\nread more'}, {'reviewer': 'khaled', 'rating': '5.0 ', 'date': 'reviewed in egypt on 21 november 2021', 'review': 'for the amount of money to buy this phone, you get a lot. its fast and has every app you need! the only thing is that the memory cannot be expanded.  but i am happy with the phone!\nread more'}]",4,,https://www.amazon.eg/-/en/Xiaomi-Redmi-Mobile-Camera-Screen/dp/B08CGXVPXW/ref=sr_1_223?dib=eyJ2IjoiMSJ9.fkG7xqACeHa3VkT_X2Jfb20fRYOWV2XltkfeAsB9oaVMDUjSYJnI0JDRA-OxMmyJ2TpZilNs_wYvemJ5DLJ6ziwWH0ZYEpiYBJi6nvV2Z8saiJpky6UErDmNCKTRfrKR8G_xoFr1mKkTXfGTJG6GSWzZ8i9L7yfYLZmUCZuDqkDa5mg4vKLpAPdpj62w2MKZW6QhEjUb4B6zvieOixEBxvboMfMffHI9f_8QOavWIjq7VPYnG4-H3yPQK6f0SfFVjr11UYlqxN91xxNcUuL0aiL_225uTGe9vcpX8GETdKs.bvSb5eDKil8HB6pvt6P7sioH5nshGfB8zA395cCVTFM&dib_tag=se&qid=1726502663&refinements=p_123%3A110955%7C1500397%7C329744%7C338933%7C339703%7C367594%7C380758%7C46655%7C559198%7C568349&rnid=91049076031&s=electronics&sr=1-223,https://m.media-amazon.com/images/I/41Ty2FvotwS.__AC_SX300_SY300_QL70_ML2_.jpg,b08cgxvpxw,1 lithium polymer batteries required. (included),m2006c3lg
9/16/2024,amazon_egy,mobile phones,realme,note 50,realme note 50 dual sim 128gb rom + 4gb ram (gsm only | no cdma) factory unlocked 4g/lte smartphone (sky blue) - international version,4842,android,4 gb,128 gb,6.74 inches,720 x 1600,,1.8 ghz,"bluetooth, wi-fi, usb",snapdragon,,unlocked for all carriers,,"[{'reviewer': 'yasser', 'rating': '5.0 ', 'date': 'reviewed in egypt on 5 september 2024', 'review': 'ثقتي في امازون\nread more'}, {'reviewer': 'claudio', 'rating': '5.0 ', 'date': 'reviewed in italy on 21 august 2024', 'review': ""smartphone economico ma con tutto l'essenziale. a noi serviva per una bambina di anni 12, per cui era più che sufficiente. funziona bene ed al momento non ha rappresentato difetti. unica pecca bisogna acquistare a parte il caricabatterie in quanto nella scatola e' presente solo il cavetto di connessione.\nread more""}, {'reviewer': 'patricia fernández gonzález', 'rating': '5.0 ', 'date': 'reviewed in spain on 13 september 2024', 'review': 'todo bien por ahora\nread more'}, {'reviewer': 'cliente amazon', 'rating': '4.0 ', 'date': 'reviewed in spain on 9 august 2024', 'review': 'me gustado , por qué es económico , y por ahora funciona bien ,\nread more'}, {'reviewer': 'francesco', 'rating': '4.0 ', 'date': 'reviewed in italy on 1 august 2024', 'review': 'smartphone economico,  davvero ottimo per chi non ha grosse pretese come mio nonno, uno dei migliori che si possa acquistare in questa fascia di prezzo.\nread more'}]",4.1,,https://www.amazon.eg/-/en/Realme-128GB-Factory-Unlocked-Smartphone/dp/B0CW218GHZ/ref=sr_1_23?dib=eyJ2IjoiMSJ9.ESuG0wU7gFJe36ODf9jPQcWWTfE_f4dOgf9pJx-dydDicHbRRXRenBPbJoEkpshwfgln-uvrDfX6g-tdU7A0SWqrn85pauf4BF4s8UzrrZz1-DAVPZK6VYL9Vdok3Bfdu6CL17Tft14QoB-oOn0ZJPjhLo004GcAF9XStpo6VgAycVWkL1ZtZTMirmggps1TrtwkQ-YBi29pMBKu-9SsCqRP5rMRpk1P8QT6aerxxOCvMHD2JoKV-J7YIFgntrJcq06TJumD0PevKEKwakp5V-VisQc0WMX3OIArZ-qYjyU.Lhy0eu_NBwoLOnZEzLA8WM_SfjHxy8_Pxyj55xNY_OI&dib_tag=se&qid=1726502600&refinements=p_123%3A110955%7C1500397%7C329744%7C338933%7C339703%7C367594%7C380758%7C46655%7C559198%7C568349&rnid=91049076031&s=electronics&sr=1-23,https://m.media-amazon.com/images/I/71vWEdLvs-L._AC_SY300_SX300_.jpg,b0cw218ghz,1 lithium polymer batteries required. (included),6.94176E+12
9/16/2024,amazon_egy,mobile phones,samsung,a14,samsung galaxy a14 dual sim 4gb ram+128gb rom (6.6 inches) (4g) - (black),,android 13.0,4 gb,128 gb,6.6 inches,1440 x 3040,120,90 hz,,snapdragon,,,,"[{'reviewer': 'ضياء الدين ابراهيم حسين عيد', 'rating': '5.0 ', 'date': 'reviewed in egypt on 29 october 2023', 'review': 'منتج جيد جدا ولكن ينقصه خدمة nfc\nread more'}, {'reviewer': 'wael', 'rating': '4.0 ', 'date': 'reviewed in egypt on 30 october 2023', 'review': 'جهاز جيد بالنسبة للسعر ولكن يعيبة عدم قدرة الجهاز علي الاتصال بشاشة التليفزيونلا يوجد به خاصية screen mirror\nread more'}, {'reviewer': 'user-m13utk', 'rating': '5.0 ', 'date': 'reviewed in egypt on 6 november 2023', 'review': 'منتج جيد مطابق للمواصفات\nread more'}, {'reviewer': 'رمزى سمير رمزى', 'rating': '1.0 ', 'date': 'reviewed in egypt on 4 december 2023', 'review': 'الموبايل وصل منزوع الورقة السوليفان غير موجودة ودة يعنى ان العلبة تم فتحها ولا يوجد مع الجهاز الشاحن وسماعة الاذن لية بيحصل كدة\nread more'}, {'reviewer': 'أشرف محمود ابوعجيزه', 'rating': '5.0 ', 'date': 'reviewed in egypt on 26 february 2024', 'review': 'مش محتاج حاجه سامسونج\nread more'}]",4,,https://www.amazon.eg/-/en/Samsung-Galaxy-Dual-128GB-Inches/dp/B0C1ZZRZH6/ref=sr_1_185?dib=eyJ2IjoiMSJ9.9lq5X3_e8PNU9eab_WwZJzxqoufWfd8JAy2T6ZwEaMXIjTVY4N6At_zvV2p9j9-YKbaYjGJyYjPvq9K9F63hZmA3xF4lNC0K-8Ew13n7_FYtlqo9qyYjEYmyw7AdDE9hjHNSr_ICAMc8UIX8Yg6EVso4aXx33n4yVGqhnaAsD66QjXUPWoEgloOibXmH40nbxCdlGklRwS4woU7NIYbiYueFAip98WhyNPNWYtUe2cCjBE3AFec-9wccusE0-_xt5c5bu1OzBElCZLkAaT29yZQt__tWKhNrnpms8oT0-vA.mzvEJX29rFlsSE4JvXyZJNaNLeHy9ClyKyIQPWeTRLY&dib_tag=se&qid=1726502658&refinements=p_123%3A110955%7C1500397%7C329744%7C338933%7C339703%7C367594%7C380758%7C46655%7C559198%7C568349&rnid=91049076031&s=electronics&sr=1-185,https://m.media-amazon.com/images/I/81Hpc6Lw4pL.__AC_SX300_SY300_QL70_ML2_.jpg,b0c1zzrzh6,1 lithium polymer batteries required. (included),sm-a145fzkgmea
9/16/2024,amazon_egy,mobile phones,xiaomi,redmi 10c,"xiaomi redmi 10c 4g (graphite gray, 4gb ram, 128 gb storage) 50mp with 5mp rare camera",6998,miui 13,4 gb,4 gb,6.71 inches,720 x 1600,60,2.4 ghz,wi-fi,snapdragon,graphite gray,nfc,,"[{'reviewer': 'sherif fouad gad', 'rating': '5.0 ', 'date': 'reviewed in egypt on 16 december 2023', 'review': ""even though it's not a latest model but the specs on the phone is pretty good, fast and smooth, also the battery is a beast it can last 2 to 5 days depending on usage! great product!\nread more""}, {'reviewer': 'الاداره العامه', 'rating': '4.0 ', 'date': 'reviewed in egypt on 27 february 2023', 'review': 'جهاز جميل بالنسبة لامكنياته\nread more'}, {'reviewer': 'محمد حسين محمد', 'rating': '5.0 ', 'date': 'reviewed in egypt on 27 november 2023', 'review': 'لا تعايق\nread more'}, {'reviewer': 'sameh a.', 'rating': '1.0 ', 'date': 'reviewed in egypt on 16 november 2023', 'review': 'الشاشة بها خلل ولا يوجد ضمان فى مصر ، الضمان دولى\nread more'}, {'reviewer': 'sherif', 'rating': '5.0 ', 'date': 'reviewed in egypt on 31 october 2023', 'review': 'ممتاز\nread more'}]",4,,https://www.amazon.eg/-/en/Xiaomi-10C-Graphite-Storage-Camera/dp/B09X7G5SDP/ref=sr_1_227?dib=eyJ2IjoiMSJ9.fkG7xqACeHa3VkT_X2Jfb20fRYOWV2XltkfeAsB9oaVMDUjSYJnI0JDRA-OxMmyJ2TpZilNs_wYvemJ5DLJ6ziwWH0ZYEpiYBJi6nvV2Z8saiJpky6UErDmNCKTRfrKR8G_xoFr1mKkTXfGTJG6GSWzZ8i9L7yfYLZmUCZuDqkDa5mg4vKLpAPdpj62w2MKZW6QhEjUb4B6zvieOixEBxvboMfMffHI9f_8QOavWIjq7VPYnG4-H3yPQK6f0SfFVjr11UYlqxN91xxNcUuL0aiL_225uTGe9vcpX8GETdKs.bvSb5eDKil8HB6pvt6P7sioH5nshGfB8zA395cCVTFM&dib_tag=se&qid=1726502663&refinements=p_123%3A110955%7C1500397%7C329744%7C338933%7C339703%7C367594%7C380758%7C46655%7C559198%7C568349&rnid=91049076031&s=electronics&sr=1-227,https://m.media-amazon.com/images/I/61uD1rfyfoL.__AC_SX300_SY300_QL70_ML2_.jpg,b09x7g5sdp,1 lithium polymer batteries required.,10c
9/16/2024,amazon_egy,mobile phones,realme,c67,realme c67 dual-sim 256gb rom + 8gb ram (only gsm | no cdma) factory unlocked 4g/lte smartphone (sunny oasis) - international version,8490,android 11.0,8 gb,256 gb,6.72 inches,1080 x 2400,120,,,snapdragon,,unlocked for all carriers,,"[{'reviewer': 'waleed s.', 'rating': '5.0 ', 'date': 'reviewed in egypt on 24 august 2024', 'review': 'ممتاز جداً فى الفئة المتوسطة\nread more'}, {'reviewer': 'muhammed', 'rating': '4.0 ', 'date': 'reviewed in egypt on 31 may 2024', 'review': 'قيمه مقابل سعر\nread more'}, {'reviewer': 'sameh taha', 'rating': '5.0 ', 'date': 'reviewed in egypt on 24 august 2024', 'review': 'منتج رائع كفئة متوسطة\nread more'}, {'reviewer': 'التاجر غير امين ارسال منتج غير المنتج ارسل شريط ليد بدل المشتركات', 'rating': '1.0 ', 'date': 'reviewed in egypt on 28 june 2024', 'review': 'انا طلبت تليفون جالى لمبه وتم الارتجاع ولكن لم استلم المبلغ حتى الآن ولا يستحق نجمه واحده\nread more'}, {'reviewer': 'omar', 'rating': '1.0 ', 'date': 'reviewed in egypt on 17 august 2024', 'review': 'nfc\nread more'}]",4.1,,https://www.amazon.eg/-/en/realme-Dual-SIM-Factory-Unlocked-Smartphone/dp/B0CQRCWH7P/ref=sr_1_49?dib=eyJ2IjoiMSJ9.3AXAprffHpcSWET0nju_H0H1L_JjfgkKOqQoWUnWJkFehfjFdJHBgCdFbrEuSRBtfhj9ABudqe1ShyPxgRfPE-glTOFqri8Ln9OZlJ-jgnij5PBzXcrx2OIyge253a0Tcyd-yROxv79p20GtbaN0_g_0lfogPEBAGxy-EXMTcZ-mXCSb65MONxK4BM-bqWYZ_E4POCArYNfrCEys441rk96AW_sYMcsE5oyeiecDwQ0-tIvkOgZ50X273b5Rs0c244NB6vuguoD1hzBjTBQK4inWyc_J0Xr5O3OdgXB4TcM.mNf_5tA7bjCAFy0OSKHjaLdf6drmrblZoj9dlKad1vo&dib_tag=se&qid=1726502606&refinements=p_123%3A110955%7C1500397%7C329744%7C338933%7C339703%7C367594%7C380758%7C46655%7C559198%7C568349&rnid=91049076031&s=electronics&sr=1-49,https://m.media-amazon.com/images/I/715bzjyJkYL.__AC_SX300_SY300_QL70_ML2_.jpg,b0cqrcwh7p,1 lithium polymer batteries required. (included),rmx3890
9/16/2024,amazon_egy,mobile phones,samsung,s24,"samsung galaxy s24, ai android smartphone, 256gb storage, 8gb ram, 50mp camera, long battery life, marble gray - 1 year local warranty",38999,android,8 gb,256 gb,6.2 inches,1080 x 2340,492,1.8 ghz,wi-fi,1.2ghz cortex a8 processor,marble gray,bluetoothwi fi,,"[{'reviewer': 'ahmed ismail', 'rating': '5.0 ', 'date': 'reviewed in egypt on 5 may 2024', 'review': 'everything was as expected\nread more'}, {'reviewer': 'hatematef', 'rating': '1.0 ', 'date': 'reviewed in egypt on 30 july 2024', 'review': 'حرارته مرتفعة جداااااااا من اي حاجة لو بسيطة تفتحهاسيء للغاية\nread more'}, {'reviewer': 'pupi', 'rating': '5.0 ', 'date': 'reviewed in the united arab emirates on 8 september 2024', 'review': ""it's very light wait and manageable with one hand.\nread more""}, {'reviewer': 'mahra', 'rating': '5.0 ', 'date': 'reviewed in the united arab emirates on 15 july 2024', 'review': 'it took me 3 weeks to get used to a samsung as i was an iphone user for the last 10 years and boy samsung is such an upgrade everyday i discover a new feature . example: i never knew i could share my battery wireless with pther devises .. paclage received in excellent conditionbeautiful colorsize is perfect and its lighter in weight than my previous phone\nread more'}, {'reviewer': 'cliente amazon', 'rating': '1.0 ', 'date': 'reviewed in the united arab emirates on 12 september 2024', 'review': 'it has 8gb of ram and exynos (not snapdragon, as advertised)\nread more'}]",3.9,,https://www.amazon.eg/-/en/SAMSUNG-Android-Smartphone-Storage-Battery/dp/B0CQZ1DSRF/ref=sr_1_72?dib=eyJ2IjoiMSJ9.3AXAprffHpcSWET0nju_H0H1L_JjfgkKOqQoWUnWJkFehfjFdJHBgCdFbrEuSRBtfhj9ABudqe1ShyPxgRfPE-glTOFqri8Ln9OZlJ-jgnij5PBzXcrx2OIyge253a0Tcyd-yROxv79p20GtbaN0_g_0lfogPEBAGxy-EXMTcZ-mXCSb65MONxK4BM-bqWYZ_E4POCArYNfrCEys441rk96AW_sYMcsE5oyeiecDwQ0-tIvkOgZ50X273b5Rs0c244NB6vuguoD1hzBjTBQK4inWyc_J0Xr5O3OdgXB4TcM.mNf_5tA7bjCAFy0OSKHjaLdf6drmrblZoj9dlKad1vo&dib_tag=se&qid=1726502606&refinements=p_123%3A110955%7C1500397%7C329744%7C338933%7C339703%7C367594%7C380758%7C46655%7C559198%7C568349&rnid=91049076031&s=electronics&sr=1-72,https://m.media-amazon.com/images/I/61cfIkYfWxL.__AC_SX300_SY300_QL70_ML2_.jpg,b0cqz1dsrf,,sm-s921bzacmea
9/16/2024,amazon_egy,mobile phones,itel,galaxy s23,"itel s23 4gb ram + 128gb rom, up to 8gb ram with memory fusion | 50mp ai dual rear camera | 5000mah battery with type-c charging - starry black",4849,android 12.0,16 gb,128 gb,6.6 inches,,,,यएसबी टाइप सी,snapdragon,starry black,unlocked for all carriers,4g,"[{'reviewer': 'جامد', 'rating': '5.0 ', 'date': 'reviewed in egypt on 28 april 2024', 'review': 'جامد\nread more'}, {'reviewer': 'md janab', 'rating': '5.0 ', 'date': 'reviewed in india on 11 september 2024', 'review': 'read more'}]",5,,https://www.amazon.eg/-/en/Itel-Memory-5000mAh-Battery-Charging/dp/B0C6B1PGVL/ref=sr_1_215?dib=eyJ2IjoiMSJ9.gpLBUUuOV8fGDl8gPiPG7etKt_jcnaS5wGSSxaXuj8jjGLvwxewA6ZrAMKceXSGvCEFwJPX61QBcutVuD8IQXhxPbIBhLUrbrYJ9UX_HvY54xM3vNO4bbgw-ZdbE-InQtJx5OiBMRyXznladA1FUYw5ktpFO4wf73YLx3EHH7QfFZRMJ_94NZi1MzNC8u9K3riRYID72uy2g9hFNdQ_p7JylrJjpQwJKSGvRLKG-405HYG7V1bLUXZfpHKGIOaufbL8cqkawOZLrO6JsTKBOVfYQHbOiRdtV88Lij5jnG8Q.Dba_4GXBW5xl8_l28cP0Iu8dq_rqH4Wum1D3IOpbdv4&dib_tag=se&qid=1726502659&refinements=p_123%3A110955%7C1500397%7C329744%7C338933%7C339703%7C367594%7C380758%7C46655%7C559198%7C568349&rnid=91049076031&s=electronics&sr=1-215,https://m.media-amazon.com/images/I/61UCaip3O5L.__AC_SX300_SY300_QL70_ML2_.jpg,b0c6b1pgvl,1 lithium polymer batteries required. (included),s665l
9/16/2024,amazon_egy,mobile phones,xiaomi,note 13 pro 5g plus,"xiaomi redmi note 13 pro+ plus 5g + 4g (512gb + 12gb) 6.67"" 200mp triple camera with nom released + (fast car dual charger bundle) (moonlight white (global rom))",19150,android 13.0,12gb,512 gb,1.4 inches,1280 x 720,,,wi-fi,snapdragon,,unlocked,5g,"[{'reviewer': 'اسلام خيرى فؤاد محمد حسن نور الدين', 'rating': '2.0 ', 'date': 'reviewed in egypt on 8 august 2024', 'review': 'وصلنى المنتج ناقصحزمة شاحن سريع مزدوج للسيارةارجو التواصل للأهمية\nread more'}, {'reviewer': 'betsabe', 'rating': '5.0 ', 'date': 'reviewed in mexico on 26 august 2024', 'review': 'el producto llegó en tiempo, intacto. súper recomendable el vendedor. funciona sin problema,\nread more'}, {'reviewer': 'alejandro', 'rating': '4.0 ', 'date': 'reviewed in mexico on 1 march 2024', 'review': 'llevo con el celular dos meses.lo bueno:el celular está muy bonito, muy elegante. es importante recalcar que la calidad de las fotos es de 200mpx, mas no tiene un zoom de 200.adicional a esto, su procesador es muy rápido. también su carga rápida de 0%-100% en aproximadamente 15min.las posibles contras:el celular se calienta bastante, y tarda en enfriarse, pero aparentemente no le afecta en su desempeño.el dispositivo está pesadito, cansa tenerlo en las manos después de un rato.\nread more'}, {'reviewer': 'jose luis aguilar huerta', 'rating': '5.0 ', 'date': 'reviewed in mexico on 4 august 2024', 'review': 'la batería tiene una duración prolongada\nread more'}, {'reviewer': 'adriana m.', 'rating': '3.0 ', 'date': 'reviewed in mexico on 21 april 2024', 'review': 'el teléfono no está homologado, dijeron que no tendría ningún problema sin embargo, hay cambios en sistema, se cambian los tonos y ya no los puedes configurarno los respeta ni en whats, ni correo, tampoco en los tonos del teléfonono te deja elegir tonos ya que de inmediato aparece publicidad.seguiré viendo que otros detalles presenta con el tiemposi están dispuestos a lidiar con ello, puede ser que sea una buena compra pero llega a ser desesperanteel teléfono de calienta y se apaga de la nada\nread more'}]",3.9,8,https://www.amazon.eg/-/en/Xiaomi-13-Released-Charger-Moonlight/dp/B0CSDYSC4C/ref=sr_1_88?dib=eyJ2IjoiMSJ9.yHKRFKgpIWA7FpQ_8Lr1e0Ov95xvpKR_9BDGFxCvz0dZNUcASMv4fZhnYFfrCcKkWLh7HzTGwd_JmJmYW25Uf2rx4KA9atcAY3pX8To-Sjtufd2YdscXPP7wRN3a1hPIrADBW5XDndQIvYM58CojUSvlvGxgJk41jmGfjoD4Rwv4jQY3qCYRzAj8mOsYDzv6vaSn-W4yz4t1QVZ_xqCGsUf_tYebbk_iV-MgbBWdNlK_hBtWA2NNFiBxGIxtWQPIZCbUsjdHktRYiJ_V9w_80PJDplWlEcIk8puqShB3mTc._x9Ytd0eCfiwJKRpLoLJyq4BTNzQxPIfSaOhLDvc4nU&dib_tag=se&qid=1726502646&refinements=p_123%3A110955%7C1500397%7C329744%7C338933%7C339703%7C367594%7C380758%7C46655%7C559198%7C568349&rnid=91049076031&s=electronics&sr=1-88,https://m.media-amazon.com/images/I/61NduAEAxwL.__AC_SX300_SY300_QL70_ML2_.jpg,b0csdysc4c,1 lithium polymer batteries required. (included),note 13 pro 5g plus
